,source_genesymbol,type,target_genesymbol
69457,INPP5J,post_translational,AHR
69458,HLA-B,post_translational,KIR2DL4
69459,CSNK1G2,post_translational,GLI3
69460,PTPN6,post_translational,IL12RB2
69461,COL4A6,post_translational,ITGB6
69462,EEF1D,post_translational,EEF1A1
69463,WNT8A,post_translational,FZD2
69464,CCNT2,post_translational,POLR2G
69465,CSTF2,post_translational,CPSF2
69466,SRC,post_translational,SIN3A
69467,COL11A2,post_translational,ITGA7
69468,FGR,post_translational,ASAP2
69469,PRKCB,post_translational,JAM3
69470,RELA,post_translational,POU2F2
69471,CAMK1D,post_translational,ASAP3
69472,PROC,post_translational,LRP8
69473,IRAK1BP1,post_translational,IKBKB
69474,PRKCG,post_translational,RXRG
69475,CCNB1,post_translational,PRKAG1
69476,SMAD4,post_translational,PPARD
69477,SNCA,post_translational,PSMC1
69478,PSMC1,post_translational,SNCA
69479,LRPPRC,post_translational,SOS1
69480,PRKCG,post_translational,TJP1
69481,PSMB2,post_translational,CDK2
69482,BDNF,post_translational,TRH
69483,GLI3,post_translational,WNT9A
69484,TGFB1,post_translational,NET1
69485,NUP188,post_translational,SMN2
69486,FAF1,post_translational,CASP7
69487,RAC1,post_translational,MAPK11
69488,FANCB,post_translational,FANCI
69490,VAV3,post_translational,ESR1
69491,HCST,post_translational,PIK3R5
69492,PRKCA,post_translational,PAGE4
69493,PTPN6,post_translational,IL10RA
69494,WNT2B,post_translational,FZD6
69495,NRAS,post_translational,MAP3K11
69496,RAP1A,post_translational,NHEJ1
69497,CLK2,post_translational,PSMC3
69498,PPP3CA,post_translational,CREB1
69499,POLR2F,post_translational,CTDP1
69500,DAPP1,post_translational,NFATC1
69501,P4HB,post_translational,HIF1A
69502,LCK,post_translational,MAPK12
69503,ERCC3,post_translational,POLR2F
69504,IL15,post_translational,ULBP1
69505,RAC2,post_translational,MAP2K3
69506,TDGF1,post_translational,BLK
69507,TGFB1,post_translational,VIM
69508,CBL,post_translational,IL4R
69509,IL4R,post_translational,CBL
69510,FRS3,post_translational,HRAS
69511,CXCL14,post_translational,CXCR1
69512,BMP4,post_translational,TP53
69513,TNIK,post_translational,MYC
69514,CDK9,post_translational,POLR2E
69515,PLCB3,post_translational,PRKCD
69516,GADD45A,post_translational,CCND1
69517,LIF,post_translational,POMC
69518,FOXO1,post_translational,PAX3
69519,PAAF1,post_translational,CUL5
69520,DKK4,post_translational,VDR
69521,COL4A4,post_translational,ITGB8
69522,ENG,post_translational,SMAD9
69523,RAB7A,post_translational,PMEL
69524,LGALS1,post_translational,IL10
69525,IL1R1,post_translational,NFKB1
69526,SOCS2,post_translational,IL6R
69527,AR,post_translational,CYP7B1
69528,RXRA,post_translational,CPT1B
69529,PPP3CB,post_translational,AP2M1
69530,EIF5,post_translational,RPS4X
69531,CALML3,post_translational,PPP3R1
69532,PPARG,post_translational,SGK1
69533,MLST8,post_translational,EIF3B
69534,RBFOX2,post_translational,IL6
69535,PDGFD,post_translational,KDR
69536,NOTCH1,post_translational,IFNG
69537,CTNNB1,post_translational,SALL4
69538,MAPK1,post_translational,IFNG
69539,PSMD8,post_translational,UBE2C
69540,HIF1A,post_translational,SLC2A3
69541,COL1A1,post_translational,ITGA2B
69542,PEBP1,post_translational,INCENP
69543,PPP2CA,post_translational,RCHY1
69544,GTF2H1,post_translational,RPA2
69545,CD151,post_translational,PIK3CG
69546,BTK,post_translational,MDM2
69547,CSHL1,post_translational,NOTCH1
69548,MAP2K7,post_translational,RUVBL2
69549,FGF3,post_translational,MET
69550,PAWR,post_translational,PITX2
69551,RPS6KB1,post_translational,RPS28
69552,NONO,post_translational,PGR
69553,PSMA8,post_translational,CDC26
69554,NEK2,post_translational,BCL3
69555,LRP6,post_translational,MACF1
69556,PSMD14,post_translational,RBX1
69557,PSME3,post_translational,ANAPC4
69558,RBP1,post_translational,AKT1
69559,LAMB1,post_translational,ITGB5
69560,HBEGF,post_translational,PIK3R2
69561,NPR2,post_translational,CSDC2
69562,PARP14,post_translational,FCER2
69563,GNB1,post_translational,LCK
69564,IL3,post_translational,PRKACG
69565,PRKACG,post_translational,IL3
69566,CCL3L1,post_translational,CCR10
69567,TLR2,post_translational,CSF3
69568,ESR1,post_translational,GNA13
69569,CXCL12,post_translational,MYEOV
69570,TEK,post_translational,RASA1
69571,CDC23,post_translational,CCNB3
69572,IL12B,post_translational,IL1R1
69573,TXLNG,post_translational,DEFB104A
69574,TXLNG,post_translational,DEFB4B
69575,SHC1,post_translational,MAPK11
69576,HES1,post_translational,CD4
69577,JAK3,post_translational,SOS1
69578,COL11A1,post_translational,ITGA6
69579,EGFR,post_translational,PIK3CG
69580,MAPK11,post_translational,ATF6
69581,FN1,post_translational,APP
69582,SOCS3,post_translational,OSMR
69583,CHEK1,post_translational,FANCB
69584,PSMD13,post_translational,CKS1B
69585,PRKACA,post_translational,CREB3L2
69586,SP3,post_translational,CDKN1A
69587,TGFB2,post_translational,SMAD6
69588,GNG2,post_translational,SRC
69589,CREBBP,post_translational,VEGFA
69590,GLI2,post_translational,PTCH2
69591,PAK1,post_translational,CXXC1
69592,CISH,post_translational,STAT4
69593,PRKAR1A,post_translational,GNGT1
69594,ITGB1,post_translational,MAPK3
69595,VEGFD,post_translational,PDGFRB
69596,COL1A1,post_translational,ITGA10
69597,TP63,post_translational,NRG1
69598,CTNNA1,post_translational,CDC42
69599,CFB,post_translational,HBEGF
69600,CCL21,post_translational,CCR5
69601,PLA2G1B,post_translational,ODC1
69602,TNN,post_translational,ITGA9
69603,MMP7,post_translational,CTNNB1
69604,DUSP14,post_translational,MAPK13
69605,ITK,post_translational,CSRP3
69606,GNG2,post_translational,PTPN11
69607,PML,post_translational,STRAP
69608,EIF5,post_translational,RPS25
69609,NFATC2,post_translational,SLC3A2
69610,BMP5,post_translational,GATA4
69611,PSMD8,post_translational,ANAPC5
69612,IL12B,post_translational,IL19
69613,CAMKK1,post_translational,PSMC3
69614,LAMC2,post_translational,RAC1
69615,FYN,post_translational,SHC4
69616,GRB14,post_translational,AKT1
69617,PRDX2,post_translational,HDAC3
69618,PPP3CC,post_translational,CDC20
69619,NFYA,post_translational,HSPA5
69620,PKN1,post_translational,NPPA
69621,PRKCB,post_translational,RRAS2
69622,UBE2A,post_translational,GABRA1
69623,CHP1,post_translational,ANAPC7
69624,GDF5,post_translational,MAPK1
69625,PRKCD,post_translational,ICAM1
69626,GNAI1,post_translational,MAP3K7
69627,GNB1,post_translational,ARFGEF1
69628,TFDP1,post_translational,RBBP4
69629,PRKAR2B,post_translational,PPARA
69630,GLI1,post_translational,PTCH2
69631,MADD,post_translational,SMPD1
69632,PRL,post_translational,ODC1
69633,STK36,post_translational,NEUROD1
69634,F2RL3,post_translational,GNA15
69635,TP73,post_translational,NDUFS2
69636,PHGDH,post_translational,MMP1
69637,FANCA,post_translational,FAAP100
69638,PIK3R1,post_translational,MYC
69639,ADAM10,post_translational,CTNNB1
69640,CSF1,post_translational,ITGB3
69641,IL2RA,post_translational,STAT1
69642,CCNE1,post_translational,TFDP2
69643,TFDP2,post_translational,CCNE1
69644,FOS,post_translational,CD40LG
69645,IL1B,post_translational,EGR1
69646,LYN,post_translational,MAPK14
69647,PPP1R3C,post_translational,GYS2
69648,ARHGAP9,post_translational,RHOA
69649,MTOR,post_translational,EIF3I
69650,EGF,post_translational,SLC9A1
69651,SEC11A,post_translational,RPN2
69652,RELA,post_translational,HSD17B4
69653,PSMD9,post_translational,CKS1B
69654,PTK2B,post_translational,BCL3
69655,DIAPH1,post_translational,COL1A1
69656,POLD3,post_translational,RFC1
69657,MDM2,post_translational,TEP1
69658,TCF7,post_translational,BIRC5
69659,EIF1AX,post_translational,UBC
69660,RECK,post_translational,MMP14
69661,PTEN,post_translational,INPP5J
69662,PDGFA,post_translational,SPHK1
69663,FOS,post_translational,IL12A
69664,IL12A,post_translational,FOS
69665,CSF2,post_translational,FCER2
69666,TNF,post_translational,SRF
69667,GNAQ,post_translational,DVL3
69668,PRKAA1,post_translational,CDKN1A
69669,PAK1,post_translational,DAXX
69670,GTF2H4,post_translational,POLR2I
69671,PTEN,post_translational,NDRG1
69672,SEM1,post_translational,FZR1
69673,PSMD11,post_translational,CDC20
69674,FADD,post_translational,MAP4K4
69675,ARF1,post_translational,MMP9
69676,EIF1,post_translational,UBA52
69677,IL12A,post_translational,IL1R1
69678,IL10RA,post_translational,STAT5A
69679,DUSP14,post_translational,MAPK8
69680,RORC,post_translational,RPS6KB1
69681,GNG11,post_translational,PIK3CA
69682,PPP2R5A,post_translational,MYC
69683,NEDD8,post_translational,PSMD9
69684,HIPK4,post_translational,SOX10
69685,PRTN3,post_translational,MMP2
69686,IL6,post_translational,ABCB1
69687,TGFB2,post_translational,TAB2
69688,TRIP12,post_translational,CDC16
69689,PPP1R3B,post_translational,GYS2
69690,SHC2,post_translational,MAPK14
69691,NTRK1,post_translational,STAT3
69692,CTLA4,post_translational,IL2
69693,FGFR2,post_translational,ZYX
69694,MAP4K2,post_translational,UBTD2
69695,CRP,post_translational,MPO
69696,TNFSF12,post_translational,TNFRSF1A
69697,RFFL,post_translational,TNF
69698,ROCK2,post_translational,MYL4
69699,NCOA1,post_translational,PRL
69700,PIP5K1B,post_translational,WASL
69701,NFATC1,post_translational,IL2RA
69702,DYRK4,post_translational,SAFB2
69703,TGFBR2,post_translational,MDM2
69704,PSME4,post_translational,ANAPC10
69705,EGFR,post_translational,PRL
69706,PRL,post_translational,EGFR
69707,NR0B2,post_translational,MYC
69708,NEDD4L,post_translational,RET
69709,CHEK2,post_translational,HCLS1
69710,PRKCA,post_translational,ICAM1
69711,FGF16,post_translational,JUN
69712,PPP2R1A,post_translational,AP2A2
69713,SMAD9,post_translational,ID4
69714,COL11A2,post_translational,ITGA9
69715,SLC10A2,post_translational,ANAPC2
69716,SH2B2,post_translational,HRAS
69717,HIF1A,post_translational,CXCR4
69718,GNB5,post_translational,GNAT2
69719,ADAM17,post_translational,TNFRSF1B
69720,PSMD2,post_translational,ANAPC1
69721,IL18,post_translational,MAPK9
69722,STAT5B,post_translational,CPT1A
69723,SRC,post_translational,SGK1
69724,LIG1,post_translational,POLD2
69725,RCC1,post_translational,NUP210
69726,ARNT,post_translational,IGFBP1
69727,CASP1,post_translational,PTBP1
69728,POU4F1,post_translational,CDKN1A
69729,CITED2,post_translational,FABP1
69730,LAMC2,post_translational,ITGB3
69731,STK17A,post_translational,SPAG7
69732,SFRP5,post_translational,FZD8
69733,IL12B,post_translational,TNF
69734,CDKN2A,post_translational,MMP2
69736,E2F1,post_translational,H2AC20
69737,PDGFRA,post_translational,PIK3R2
69738,RXRA,post_translational,ACSL1
69739,GTF2H1,post_translational,CDK8
69740,CASP7,post_translational,EIF4E
69741,MAPK1,post_translational,PLA2G12A
69742,IFNG,post_translational,GLB1
69743,GLB1,post_translational,IFNG
69744,PIK3CG,post_translational,ESR1
69745,AKT1,post_translational,TSC22D3
69746,PARP1,post_translational,ASCL1
69747,RAC2,post_translational,PIP5K1B
69748,COL4A6,post_translational,ITGA11
69749,CSNK1E,post_translational,GLI1
69750,CD40,post_translational,CDK6
69751,LAMB3,post_translational,ITGA9
69752,ESPL1,post_translational,SMC3
69753,TXN,post_translational,PTPN1
69754,EPAS1,post_translational,VEGFB
69755,HERPUD2,post_translational,CTSK
69756,CSK,post_translational,PIK3CB
69757,GAL,post_translational,CHAT
69758,CDK6,post_translational,E2F1
69759,GNB1,post_translational,SRMS
69760,DVL2,post_translational,NOTCH1
69761,PSMA4,post_translational,ANAPC1
69762,PRNP,post_translational,HMOX1
69764,IGFBP3,post_translational,MMP14
69765,NPPA,post_translational,EDN1
69766,EDN1,post_translational,NPPA
69767,CCL20,post_translational,CCR5
69768,MKNK2,post_translational,SMAD6
69769,CTDSP2,post_translational,KLK3
69770,PSME4,post_translational,ANAPC4
69771,ITGA2B,post_translational,BCAR1
69772,VEGFA,post_translational,CXCL8
69773,APP,post_translational,CCR5
69774,IL4,post_translational,IL3
69775,IL3,post_translational,IL4
69776,ERCC8,post_translational,TCEA1
69777,PSMD8,post_translational,ANAPC4
69778,PPARGC1A,post_translational,CPT1A
69779,CRP,post_translational,LPL
69780,COL5A2,post_translational,SDC3
69781,PXK,post_translational,SOX10
69782,GH1,post_translational,GH2
69783,ALOX15B,post_translational,GRB2
69784,PPP3R2,post_translational,NFATC3
69785,KDR,post_translational,ACTA1
69786,GH1,post_translational,ONECUT1
69787,CCL18,post_translational,CXCR1
69788,GNAL,post_translational,ADCY7
69789,PSMB2,post_translational,ANAPC2
69790,CDKL5,post_translational,PRKACA
69791,B2M,post_translational,IL2RB
69792,TAB2,post_translational,IKBKB
69793,CREBBP,post_translational,CXCL8
69794,IFNA14,post_translational,IFNGR1
69795,FGF1,post_translational,STAT1
69796,HLA-C,post_translational,KLRC4
69797,IFNA5,post_translational,PSME1
69798,CDC42,post_translational,MAP3K13
69799,CDK5,post_translational,HES1
69800,UACA,post_translational,APAF1
69801,YBX1,post_translational,JUN
69802,POLD1,post_translational,RFC3
69803,BDNF,post_translational,MAPK8
69804,PSMA4,post_translational,FZR1
69805,TGFB1,post_translational,PTGS2
69806,CCL16,post_translational,CCR6
69807,ACAP2,post_translational,ARF6
69808,FOXA1,post_translational,PISD
69809,FCGR3A,post_translational,PIK3CA
69810,S1PR3,post_translational,SRC
69811,EDN1,post_translational,NOX1
69812,NOX1,post_translational,EDN1
69813,EGF,post_translational,PAG1
69814,PAG1,post_translational,EGF
69815,MAX,post_translational,EIF4G1
69816,SMAD4,post_translational,GSC
69817,F2R,post_translational,GNG2
69818,NEK8,post_translational,SMAD3
69819,RASSF1,post_translational,NPC1
69820,FCER1A,post_translational,JUN
69821,APEX2,post_translational,APEX1
69822,LYN,post_translational,EPHA4
69823,VWF,post_translational,ITGA10
69824,GNAO1,post_translational,ADCY3
69825,MKNK1,post_translational,OTUD7B
69826,PSMD3,post_translational,ANAPC2
69827,SUMO1,post_translational,RAN
69828,PIK3R2,post_translational,PREX1
69829,AP1S2,post_translational,GAB1
69830,IL12A,post_translational,STAT4
69831,IFNA1,post_translational,TNF
69832,PAK6,post_translational,RXRA
69833,MSTN,post_translational,SMAD3
69834,NFYC,post_translational,PDGFRB
69835,NFKB2,post_translational,BIRC2
69836,PSMB11,post_translational,CDK2
69837,SMPD1,post_translational,MAP3K1
69838,TRAF1,post_translational,MAP2K7
69839,ACTG1,post_translational,APAF1
69840,STAT6,post_translational,SOCS4
69841,RAPGEF5,post_translational,PRKAR1B
69842,RB1,post_translational,POLR1B
69843,STK24,post_translational,ASAP3
69844,ACTRT1,post_translational,DSTN
69845,GNGT1,post_translational,ARHGEF5
69846,AR,post_translational,TERT
69847,TGFBR2,post_translational,AXIN1
69848,PSMA5,post_translational,SKP1
69849,B2M,post_translational,CSK
69850,FZD1,post_translational,MACF1
69851,AVPR1A,post_translational,GNA15
69852,PSMB10,post_translational,CDK2
69853,MLST8,post_translational,RPS6KB1
69854,ROCK2,post_translational,MYOM1
69855,PDGFRB,post_translational,HRAS
69856,PCSK1,post_translational,BMP2
69857,CCL20,post_translational,CCR3
69858,PHKA2,post_translational,PYGM
69859,CCND3,post_translational,RBL1
69860,STK17A,post_translational,UBE2V2
69861,FASLG,post_translational,CD28
69862,CBLB,post_translational,FGFR4
69863,NUP50,post_translational,GEMIN5
69864,WNT9A,post_translational,FZD5
69865,PDE4B,post_translational,CAMP
69866,FOS,post_translational,ACTA1
69867,IFNG,post_translational,CASP8
69868,MAX,post_translational,SLC2A1
69869,RPS6KA2,post_translational,ATM
69870,PIK3CB,post_translational,AKT1
69871,CXCL14,post_translational,CCR9
69872,PIAS2,post_translational,STAT6
69873,VAV1,post_translational,PAK1
69874,IFNA17,post_translational,IFNGR2
69875,CDKN2A,post_translational,NFKB1
69877,CRKL,post_translational,RHOQ
69878,ABL1,post_translational,CBLB
69879,CXCL12,post_translational,CXCL8
69880,IL15,post_translational,IL2
69883,PPARA,post_translational,ACOX1
69884,POSTN,post_translational,MAP3K7
69885,COL4A1,post_translational,ITGB3
69886,CXCR2,post_translational,PKD1
69887,EIF1AX,post_translational,RPS7
69888,ARNT,post_translational,NPM1
69889,PSMA2,post_translational,ANAPC5
69890,BCR,post_translational,CD80
69891,CBLC,post_translational,RET
69892,SQSTM1,post_translational,F2RL3
69893,SEH1L,post_translational,SNRPD2
69894,HLA-E,post_translational,KIR2DS5
69895,BMPR1B,post_translational,EIF4A3
69896,AURKB,post_translational,OTUD7B
69897,SAP18,post_translational,GLI3
69898,NOC2L,post_translational,CDKN1A
69899,CTNNA1,post_translational,HGF
69900,GNAI2,post_translational,CD3G
69901,CCNT1,post_translational,NCBP1
69902,NUP43,post_translational,UPF3B
69903,CBLC,post_translational,TYK2
69904,EPHA2,post_translational,A1BG
69905,CNTF,post_translational,SAA1
69906,PSMB7,post_translational,CDK2
69907,BAG4,post_translational,AKR1C2
69908,PRKAR1B,post_translational,STMN1
69909,CXCR4,post_translational,ERBB2
69910,RANBP10,post_translational,MAPK1
69911,RASSF5,post_translational,ITGB1
69912,MMP1,post_translational,SDC1
69913,JAK1,post_translational,AKT1
69914,MAPK3,post_translational,EGR1
69915,PAK1,post_translational,NFKB1
69916,RXRG,post_translational,OLR1
69917,LAMA5,post_translational,ITGB5
69918,EPHB4,post_translational,PIK3CA
69919,EP300,post_translational,FOXO1
69920,PRKAR2A,post_translational,LAMA1
69921,ROCK2,post_translational,MYL7
69922,CCL11,post_translational,CCR1
69923,TYK2,post_translational,ALOX12B
69924,BRCA1,post_translational,RPA2
69925,FOXL2,post_translational,CYP2B6
69926,VEGFA,post_translational,MET
69927,BCR,post_translational,CSK
69928,TGFB1,post_translational,SFTPA1
69929,MYCBP2,post_translational,AURKA
69930,PTPN11,post_translational,UGCG
69931,CDK4,post_translational,PPP2R5A
69932,PAK5,post_translational,MYLK
69933,CTNNB1,post_translational,PPARD
69934,IL22RA1,post_translational,STAT5A
69935,RPS6KB1,post_translational,HCLS1
69936,CCL23,post_translational,CXCR4
69937,PIK3R3,post_translational,PREX1
69938,ARFIP2,post_translational,APAF1
69939,IL3,post_translational,LTK
69940,PGR,post_translational,PIK3R3
69941,CDC26,post_translational,ANAPC7
69942,ANAPC7,post_translational,CDC26
69943,TNF,post_translational,MAPKAPK2
69944,HERPUD1,post_translational,VCAM1
69945,SH3GLB1,post_translational,UBB
69946,MAPK3,post_translational,TSC1
69947,CTNNB1,post_translational,IGF1
69948,IFNG,post_translational,IGF2
69949,POU2F1,post_translational,GADD45A
69950,ARID1A,post_translational,GTF2E1
69951,IFNL1,post_translational,GATA3
69952,SEM1,post_translational,CDC20
69953,VEGFC,post_translational,ERBB2
69954,FGR,post_translational,POLR1C
69955,SMAD3,post_translational,CDKN2B
69956,SOCS3,post_translational,IL22RA1
69957,PLCB1,post_translational,INPP5J
69958,BAMBI,post_translational,TGFBR3
69959,IDE,post_translational,CDK2
